"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","missed_checkup","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","scramble_acc","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","warning","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","outcome_estimation","","html-keyboard-response","2600","4711320","0.0-7.0-47.0-0.0","32","45313","Female","661","","","","68","","45","","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","4710652","1","","","","0","","661","166900","668","167823","","","","","","","","","","","","G","0","","","","3600","2","","","","","","","","","","43","","","","","chosen","","","","","","","","","","","gain","gain","661","1","","","","","",""
"","outcome_estimation_confirmation_trial","","html-keyboard-response","2601","4712666","0.0-7.0-47.0-1.0-0.0","32","45313","Female","null","","","","null","","45","","","4711320","1","","","","","","1339","167561","1346","168491","1339","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2602","4716274","0.0-7.0-47.0-3.0","32","45313","Female","null","","","","null","","45","","","4712666","1","","","","","","3600","168900","3608","169837","3600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2603","4716923","0.0-7.0-48.0-0.0","32","45313","Female","640","","","","75","","46","","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","4716274","1","","","","0","","640","172500","649","173445","","","","","","","","","","","","K","0","","","","1800","2","","","","","","","","","","44","","","","","unchosen","","","","","","","","","","","gain","no_gain","640","0","","","","","",""
"","outcome_estimation_confirmation_trial","","html-keyboard-response","2604","4718290","0.0-7.0-48.0-1.0-0.0","32","45313","Female","null","","","","null","","46","","","4716923","1","","","","","","1360","173140","1367","174094","1360","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2605","4720096","0.0-7.0-48.0-3.0","32","45313","Female","null","","","","null","","46","","","4718290","1","","","","","","1800","174500","1806","175461","1800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2606","4720834","0.0-7.0-49.0-0.0","32","45313","Female","730","","","","75","","47","","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","4720096","1","","","","0","","730","176300","738","177267","","","","","","","","","","","","A","0","","","","1500","2","","","","","","","","","","6","","","","","unchosen","","","","","","","","","","","gain","no_gain","730","0","","","","","",""
"","outcome_estimation_confirmation_trial","","html-keyboard-response","2607","4722111","0.0-7.0-49.0-1.0-0.0","32","45313","Female","null","","","","null","","47","","","4720834","1","","","","","","1270","177030","1277","178005","1270","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2608","4723619","0.0-7.0-49.0-3.0","32","45313","Female","null","","","","null","","47","","","4722111","1","","","","","","1500","178300","1508","179282","1500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2609","4724221","0.0-7.0-50.0-0.0","32","45313","Female","595","","","","68","","48","","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","4723619","1","","","","0","","595","179800","602","180790","","","","","","","","","","","","I","0","","","","1700","2","","","","","","","","","","7","","","","","chosen","","","","","","","","","","","no_gain","gain","595","0","","","","","",""
"","outcome_estimation_confirmation_trial","","html-keyboard-response","2610","4725633","0.0-7.0-50.0-1.0-0.0","32","45313","Female","null","","","","null","","48","","","4724221","1","","","","","","1405","180395","1412","181392","1405","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2611","4727340","0.0-7.0-50.0-3.0","32","45313","Female","null","","","","null","","48","","","4725633","1","","","","","","1700","181800","1707","182804","1700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2612","4728181","0.0-7.0-51.0-0.0","32","45313","Female","834","","","","68","","49","","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","4727340","1","","","","0","","834","183500","841","184511","","","","","","","","","","","","F","0","","","","1400","2","","","","","","","","","","33","","","","","unchosen","","","","","","","","","","","no_gain","gain","834","0","","","","","",""
"","outcome_estimation_confirmation_trial","","html-keyboard-response","2613","4729354","0.0-7.0-51.0-1.0-0.0","32","45313","Female","null","","","","null","","49","","","4728181","1","","","","","","1166","184334","1173","185352","1166","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2614","4730760","0.0-7.0-51.0-3.0","32","45313","Female","null","","","","null","","49","","","4729354","1","","","","","","1400","185500","1406","186525","1400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2615","4731339","0.0-7.0-52.0-0.0","32","45313","Female","571","","","","68","","50","","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","4730760","1","","","","0","","571","186900","579","187931","","","","","","","","","","","","C","0","","","","3100","2","","","","","","","","","","29","","","","","chosen","","","","","","","","","","","gain","gain","571","1","","","","","",""
"","outcome_estimation_confirmation_trial","","html-keyboard-response","2616","4732775","0.0-7.0-52.0-1.0-0.0","32","45313","Female","null","","","","null","","50","","","4731339","1","","","","","","1429","187471","1436","188510","1429","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2617","4735882","0.0-7.0-52.0-3.0","32","45313","Female","null","","","","null","","50","","","4732775","1","","","","","","3100","188900","3107","189946","3100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2618","4736424","0.0-7.0-53.0-0.0","32","45313","Female","534","","","","75","","51","","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","4735882","1","","","","0","","534","192000","542","193053","","","","","","","","","","","","L","0","","","","2900","3","","","","","","","","","","14","","","","","chosen","","","","","","","","","","","no_gain","no_gain","534","1","","","","","",""
"","outcome_estimation_confirmation_trial","","html-keyboard-response","2619","4737898","0.0-7.0-53.0-1.0-0.0","32","45313","Female","null","","","","null","","51","","","4736424","1","","","","","","1466","192534","1474","193595","1466","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2620","4740806","0.0-7.0-53.0-3.0","32","45313","Female","null","","","","null","","51","","","4737898","1","","","","","","2900","194000","2908","195069","2900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2621","4741559","0.0-7.0-54.0-0.0","32","45313","Female","746","","","","75","","52","","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","4740806","1","","","","0","","746","196900","753","197977","","","","","","","","","","","","C","0","","","","1500","3","","","","","","","","","","2","","","","","unchosen","","","","","","","","","","","gain","no_gain","746","0","","","","","",""
"","outcome_estimation_confirmation_trial","","html-keyboard-response","2622","4742821","0.0-7.0-54.0-1.0-0.0","32","45313","Female","null","","","","null","","52","","","4741559","1","","","","","","1254","197646","1262","198730","1254","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2623","4744328","0.0-7.0-54.0-3.0","32","45313","Female","null","","","","null","","52","","","4742821","1","","","","","","1500","198900","1507","199992","1500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2624","4744896","0.0-7.0-55.0-0.0","32","45313","Female","561","","","","75","","53","","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","4744328","1","","","","0","","561","200400","568","201499","","","","","","","","","","","","F","0","","","","1700","3","","","","","","","","","","12","","","","","chosen","","","","","","","","","","","no_gain","no_gain","561","1","","","","","",""
"","outcome_estimation_confirmation_trial","","html-keyboard-response","2625","4746341","0.0-7.0-55.0-1.0-0.0","32","45313","Female","null","","","","null","","53","","","4744896","1","","","","","","1439","200961","1445","202067","1439","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2626","4748048","0.0-7.0-55.0-3.0","32","45313","Female","null","","","","null","","53","","","4746341","1","","","","","","1700","202400","1707","203512","1700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2627","4748619","0.0-7.0-56.0-0.0","32","45313","Female","564","","","","68","","54","","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","4748048","1","","","","0","","564","204100","571","205219","","","","","","","","","","","","A","0","","","","2000","3","","","","","","","","","","47","","","","","chosen","","","","","","","","","","","gain","gain","564","1","","","","","",""
